10000	33	10000	10000	10000	10000	295	10000	10000	10000	0	10000	10000	10000	10	31	28	51	10000	12	10000	18	10000	10000	10000	10000	10000	33	29	11	10000	10000	39	10000	54	21	31	10000	165	10000	191	163	10000	10000	10000	10000	124	10000	82	10000	10000	179	123	10000	10000	10000	100	132	10000	10000	136	83	112	89	76	100	96	131	10000	155	10000	10000	10000	130	10000	10000	10000	84	10000	10000	98	98	10000	10000	10000	10000	170	10000	230	10000	10000	204	181	208	10000	10000	10000	10000	285	251
14	10000	137	10000	10000	235	306	10000	69	10000	10000	0	10000	10000	10000	10000	10000	50	10000	24	26	10000	10000	64	12	37	10000	10000	10000	10000	32	55	10000	10000	10000	10000	10000	180	10000	198	10000	10000	121	168	145	10000	132	10000	84	10000	10000	10000	10000	10000	101	10000	10000	144	10000	10000	10000	94	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	85	10000	10000	10000	79	10000	95	98	10000	168	10000	10000	10000	10000	234	10000	10000	210	10000	211	194	314	10000	10000	10000	10000
10000	10000	10000	10000	303	210	10000	10000	50	45	10000	10000	0	10000	10000	10000	23	10000	10000	10000	10000	10000	39	10000	10000	10000	10000	10000	21	10000	10000	10000	56	10000	53	10000	10000	147	10000	10000	10000	10000	10000	139	110	10000	10000	10000	10000	91	10000	156	100	10000	10000	10000	10000	110	10000	10000	10000	66	90	76	65	90	76	10000	10000	148	136	10000	10000	131	10000	10000	10000	10000	10000	10000	10000	105	226	168	10000	223	161	10000	10000	166	10000	198	10000	209	182	312	312	10000	10000	10000
10000	10000	10000	10000	10000	232	10000	113	10000	10000	10000	10000	10000	0	10000	10000	10000	34	10000	10000	37	10000	10000	67	10000	10000	10000	49	41	31	10000	10000	35	10000	10000	10000	51	155	145	10000	10000	10000	10000	141	10000	77	105	10000	62	10000	10000	10000	10000	10000	10000	10000	106	129	10000	168	10000	10000	10000	98	10000	111	10000	147	125	10000	155	10000	10000	10000	10000	10000	91	104	88	130	119	10000	242	10000	10000	243	10000	10000	246	184	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
23	10000	123	245	10000	222	10000	91	10000	34	10	10000	10000	10000	0	10000	10000	10000	21	19	10000	11	10000	50	10000	10000	62	10000	10000	10000	42	10000	10000	10000	10000	10000	20	10000	10000	10000	10000	173	10000	10000	10000	89	10000	10000	93	10000	10000	184	129	10000	10000	10000	98	10000	10000	10000	130	82	10000	86	10000	10000	10000	10000	10000	10000	10000	58	116	120	77	143	10000	74	10000	101	88	87	10000	10000	10000	10000	10000	181	10000	10000	196	196	172	10000	180	302	10000	10000	10000	10000
23	10000	156	10000	10000	10000	10000	10000	10000	11	31	10000	10000	10000	10000	0	10000	10000	10000	10000	46	10000	10000	10000	32	34	88	60	10000	10000	10000	74	16	76	53	10000	47	10000	175	10000	217	10000	10000	10000	10000	10000	10000	10000	10000	82	93	207	150	102	102	10000	131	162	10000	10000	10000	10000	10000	10000	10000	128	10000	10000	10000	10000	160	10000	10000	10000	10000	10000	10000	10000	98	10000	103	10000	241	182	201	10000	10000	209	10000	186	227	10000	10000	10000	10000	330	10000	263	10000	275
10000	55	146	10000	10000	10000	10000	10000	33	10000	28	10000	23	10000	10000	10000	0	32	10000	10000	10000	10000	10000	10000	10000	22	10000	54	10000	38	10000	44	10000	10000	30	10000	59	147	10000	10000	173	10000	10000	10000	10000	10000	96	10000	10000	10000	52	10000	10000	10000	67	10000	10000	124	10000	10000	150	10000	10000	99	10000	113	10000	10000	10000	10000	159	97	153	10000	116	10000	96	109	92	10000	127	124	10000	10000	205	10000	10000	215	250	10000	10000	10000	201	10000	10000	10000	10000	10000	10000	10000
37	61	10000	10000	10000	263	10000	10000	10000	10000	51	50	10000	34	10000	10000	32	0	10000	52	69	10000	10000	10000	57	10000	10000	10000	75	10000	10000	77	10000	10000	12	10000	10000	160	134	10000	10000	10000	10000	10000	147	100	99	10000	10000	40	58	189	131	10000	10000	93	10000	154	10000	10000	10000	10000	10000	10000	120	10000	10000	10000	10000	10000	188	118	10000	10000	10000	10000	124	10000	10000	162	10000	10000	10000	10000	233	277	217	10000	280	10000	254	10000	10000	10000	237	10000	366	291	10000	10000
10000	10000	10000	10000	335	243	10000	10000	75	10000	10000	10000	10000	10000	21	10000	10000	10000	0	33	10000	10000	10000	10000	20	10000	10000	10000	10000	10000	35	64	10000	10000	10000	10000	10000	10000	10000	10000	212	10000	10000	10000	154	105	10000	10000	86	10000	94	10000	144	10000	10000	10000	119	10000	10000	172	150	10000	10000	107	10000	10000	10000	10000	119	167	146	68	129	10000	10000	10000	10000	10000	84	10000	10000	100	10000	10000	10000	10000	184	10000	238	10000	10000	10000	10000	10000	10000	317	10000	10000	10000	10000
10000	10000	10000	253	10000	216	10000	10000	10000	10000	12	24	10000	10000	19	10000	10000	52	33	0	20	30	10000	49	10000	10000	10000	10000	10000	17	10000	10000	48	49	10000	10000	10000	10000	157	10000	10000	10000	106	148	10000	10000	10000	135	80	10000	72	167	10000	71	10000	75	10000	120	10000	10000	10000	10000	100	10000	10000	10000	10000	128	10000	150	10000	75	10000	10000	10000	10000	10000	10000	69	112	10000	10000	224	166	10000	224	10000	192	228	10000	201	200	179	208	10000	311	10000	238	10000	10000
10000	41	10000	235	10000	10000	10000	80	75	45	10000	26	10000	37	10000	46	10000	69	10000	20	0	10000	17	10000	14	56	10000	10000	17	10000	10000	10000	10000	32	10000	34	18	10000	10000	10000	10000	10000	10000	166	129	10000	10000	10000	100	10000	91	175	122	10000	110	10000	10000	124	107	10000	118	10000	107	10000	59	10000	10000	10000	90	136	10000	54	109	10000	10000	10000	10000	10000	10000	93	10000	10000	10000	10000	10000	209	10000	10000	211	10000	10000	185	10000	189	10000	10000	297	10000	10000	10000
26	19	10000	10000	10000	10000	10000	10000	10000	30	18	10000	10000	10000	11	10000	10000	10000	10000	30	10000	0	10000	10000	13	49	74	10000	10000	15	10000	57	42	10000	10000	10000	10000	10000	183	10000	10000	182	132	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	108	10000	128	159	137	92	10000	10000	10000	10000	108	10000	105	10000	10000	10000	10000	122	73	10000	10000	76	71	103	10000	87	215	10000	10000	10000	170	182	10000	159	10000	10000	10000	10000	10000	10000	10000	236	282	10000
10000	10000	10000	240	10000	225	10000	10000	10000	10000	10000	10000	39	10000	10000	10000	10000	10000	10000	10000	17	10000	0	53	10000	10000	71	10000	10000	10000	10000	10000	48	10000	10000	10000	10000	10000	185	10000	10000	183	10000	10000	10000	10000	10000	10000	100	10000	10000	192	10000	101	10000	103	102	141	10000	10000	10000	10000	124	89	74	96	104	121	10000	10000	126	51	10000	116	68	137	62	69	64	10000	79	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	195	169	10000	178	10000	303	10000	275	241
10000	10000	76	10000	264	10000	10000	10000	93	10000	10000	64	10000	67	50	10000	10000	10000	10000	49	10000	10000	53	0	51	10000	45	24	10000	10000	84	10000	94	10000	10000	59	45	10000	185	10000	10000	10000	10000	167	107	10000	10000	129	10000	10000	104	153	10000	10000	127	82	50	10000	10000	102	10000	10000	10000	10000	10000	45	57	10000	10000	10000	10000	59	95	10000	10000	10000	34	10000	10000	10000	10000	10000	181	10000	137	10000	116	149	10000	10000	154	151	132	10000	10000	10000	10000	10000	10000	10000
19	10000	10000	10000	10000	10000	10000	94	10000	10000	10000	12	10000	10000	10000	32	10000	57	20	10000	14	13	10000	51	0	10000	10000	10000	27	10000	10000	44	10000	10000	60	10000	10000	10000	10000	10000	195	169	10000	10000	135	87	10000	10000	10000	97	10000	10000	126	87	10000	91	10000	10000	10000	153	10000	10000	114	87	73	10000	97	126	10000	10000	10000	10000	120	124	81	10000	68	78	10000	10000	10000	10000	218	10000	176	222	166	185	10000	160	10000	10000	175	202	183	10000	10000	236	10000	246
10000	10000	10000	10000	10000	10000	320	134	10000	10000	10000	37	10000	10000	10000	34	22	10000	10000	10000	56	49	10000	10000	10000	0	10000	10000	10000	49	10000	66	10000	10000	10000	10000	10000	161	141	183	190	10000	90	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	68	89	127	10000	155	10000	170	110	125	10000	10000	133	117	168	10000	10000	10000	10000	10000	10000	123	10000	10000	122	109	149	132	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	240	10000	10000	10000	349	353	10000	10000	10000
10000	92	10000	10000	274	10000	245	10000	10000	10000	10000	10000	10000	10000	62	88	10000	10000	10000	10000	10000	74	71	45	10000	10000	0	52	10000	10000	72	17	91	59	77	10000	10000	10000	10000	10000	136	131	10000	122	74	10000	10000	91	10000	10000	10000	10000	67	48	10000	10000	10000	10000	89	125	10000	40	10000	10000	51	10000	10000	10000	102	10000	131	10000	10000	10000	10000	158	10000	97	10000	10000	10000	115	10000	10000	10000	10000	143	10000	217	10000	10000	10000	10000	204	168	304	300	225	261	232
10000	10000	10000	10000	10000	10000	10000	10000	10000	59	33	10000	10000	49	10000	60	54	10000	10000	10000	10000	10000	10000	24	10000	10000	52	0	14	10000	64	35	10000	18	10000	10000	10000	172	10000	10000	10000	177	10000	10000	10000	10000	10000	10000	112	10000	10000	10000	10000	10000	10000	10000	74	10000	10000	125	10000	10000	101	10000	46	68	78	98	76	122	105	49	10000	98	10000	10000	10000	55	39	10000	10000	10000	10000	10000	150	10000	137	10000	10000	134	10000	10000	10000	10000	155	10000	10000	10000	252	218
10000	58	10000	10000	10000	10000	10000	10000	71	10000	29	10000	21	41	10000	10000	10000	75	10000	10000	17	10000	10000	10000	27	10000	10000	14	0	10000	10000	10000	10000	10000	74	33	10000	158	10000	10000	10000	10000	10000	10000	10000	10000	10000	130	101	10000	10000	10000	10000	10000	106	10000	70	107	94	10000	10000	54	90	60	10000	10000	10000	10000	85	127	115	10000	112	109	10000	135	10000	10000	10000	10000	10000	10000	10000	10000	10000	202	142	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
10000	34	10000	10000	10000	10000	10000	88	72	10000	11	10000	10000	31	10000	10000	38	10000	10000	17	10000	15	10000	10000	10000	49	10000	10000	10000	0	10000	10000	49	40	10000	30	10000	174	10000	10000	194	10000	123	10000	10000	86	10000	10000	10000	103	10000	180	10000	10000	10000	10000	10000	10000	10000	148	10000	10000	10000	82	10000	10000	93	10000	10000	10000	10000	58	10000	10000	10000	10000	10000	10000	62	10000	10000	10000	212	154	171	217	10000	10000	218	10000	193	194	10000	197	177	10000	305	230	10000	10000
10000	10000	10000	10000	10000	249	10000	129	10000	10000	10000	32	10000	10000	42	10000	10000	10000	35	10000	10000	10000	10000	84	10000	10000	72	64	10000	10000	0	62	22	10000	10000	27	10000	162	144	10000	190	10000	10000	144	10000	10000	10000	10000	10000	59	10000	10000	10000	10000	10000	88	10000	144	10000	185	10000	10000	123	10000	103	10000	114	163	10000	185	10000	10000	10000	162	10000	10000	10000	10000	10000	10000	10000	130	10000	10000	214	10000	200	224	262	198	10000	10000	213	10000	10000	10000	348	273	316	10000
10000	10000	106	240	281	10000	254	10000	10000	10000	10000	55	10000	10000	10000	74	44	77	64	10000	10000	57	10000	10000	44	66	17	35	10000	10000	62	0	79	44	10000	10000	10000	10000	10000	149	10000	10000	10000	10000	91	45	10000	108	10000	10000	10000	10000	10000	10000	10000	10000	61	88	90	10000	10000	43	70	55	10000	10000	53	10000	10000	10000	10000	84	10000	10000	10000	10000	66	10000	10000	107	10000	10000	10000	158	10000	206	142	10000	10000	10000	10000	10000	10000	10000	10000	298	296	10000	10000	10000
27	10000	169	10000	10000	264	10000	10000	64	10000	39	10000	56	35	10000	16	10000	10000	10000	48	10000	42	48	94	10000	10000	91	10000	10000	49	22	79	0	10000	10000	10000	62	185	10000	10000	213	166	10000	10000	10000	113	10000	171	10000	10000	10000	10000	10000	97	10000	10000	10000	10000	10000	197	10000	10000	144	10000	10000	10000	10000	10000	10000	194	10000	10000	10000	10000	10000	10000	110	10000	10000	10000	119	10000	10000	198	10000	10000	10000	10000	10000	10000	10000	242	10000	10000	10000	10000	352	10000	10000	10000
64	67	10000	204	273	183	256	10000	10000	77	10000	10000	10000	10000	10000	76	10000	10000	10000	49	32	10000	10000	10000	10000	10000	59	18	10000	40	10000	44	10000	0	10000	61	32	10000	10000	10000	191	10000	147	10000	10000	10000	153	10000	10000	140	10000	10000	10000	104	10000	10000	10000	10000	79	10000	10000	10000	10000	10000	10000	10000	74	10000	10000	104	10000	42	10000	81	10000	106	10000	10000	10000	65	10000	10000	175	117	132	10000	120	10000	10000	116	10000	10000	10000	10000	10000	10000	265	190	10000	10000
42	70	10000	10000	10000	10000	10000	10000	10000	10000	54	10000	53	10000	10000	53	30	12	10000	10000	10000	10000	10000	10000	60	10000	77	10000	74	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	38	10000	177	120	10000	10000	10000	10000	145	10000	10000	180	116	10000	128	118	143	120	181	159	10000	10000	123	181	10000	141	207	10000	10000	122	165	10000	10000	10000	10000	235	277	214	245	10000	218	10000	10000	231	10000	10000	10000	10000	10000	10000	10000
21	10000	10000	10000	316	10000	10000	105	10000	10000	21	10000	10000	10000	10000	10000	10000	10000	10000	10000	34	10000	10000	59	10000	10000	10000	10000	33	30	27	10000	10000	61	10000	0	50	10000	10000	167	10000	10000	93	10000	118	68	102	129	67	79	10000	162	105	10000	76	68	96	119	10000	10000	10000	10000	10000	10000	10000	10000	87	10000	10000	160	10000	10000	10000	10000	10000	10000	10000	99	10000	126	10000	10000	237	179	10000	10000	174	10000	240	10000	10000	211	191	10000	10000	10000	10000	250	10000	10000
10000	10000	110	10000	306	10000	288	79	10000	50	31	10000	10000	51	20	47	59	10000	10000	10000	18	10000	10000	45	10000	10000	10000	10000	10000	10000	10000	10000	62	32	10000	50	0	10000	10000	10000	208	10000	10000	185	145	99	10000	10000	10000	121	109	10000	139	10000	10000	10000	96	138	10000	10000	10000	81	10000	81	66	10000	100	109	10000	10000	10000	10000	10000	102	10000	123	10000	10000	52	10000	68	10000	10000	136	10000	10000	151	163	10000	139	180	182	10000	180	10000	283	290	216	10000	228
10000	202	10000	10000	10000	10000	10000	10000	10000	10000	10000	180	147	155	10000	10000	147	160	10000	10000	10000	10000	10000	10000	10000	161	10000	172	158	174	162	10000	185	10000	10000	10000	10000	0	10000	10000	42	10000	10000	42	72	10000	10000	45	10000	157	10000	10000	10000	10000	10000	10000	142	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	218	210	220	234	221	255	239	10000	10000	10000	10000	10000	10000	254	234	322	275	10000	10000	10000	294	10000	10000	276	10000	10000	302	253	393	10000	308	329	309
158	10000	10000	10000	10000	278	10000	10000	10000	10000	165	10000	10000	145	10000	175	10000	134	10000	157	10000	183	185	185	10000	141	10000	10000	10000	10000	144	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	22	10000	36	10000	124	43	10000	10000	10000	10000	10000	10000	92	10000	10000	184	10000	219	10000	10000	10000	10000	10000	191	211	10000	257	242	10000	10000	231	10000	10000	10000	299	10000	10000	209	259	263	10000	10000	308	10000	10000	10000	10000	10000	10000	10000	314	307	10000	302	10000	431	10000	10000	10000
10000	10000	201	10000	10000	10000	219	10000	10000	10000	10000	198	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	183	10000	10000	10000	10000	10000	149	10000	10000	10000	167	10000	10000	10000	0	10	10000	117	10000	10000	10000	101	42	10000	10000	10000	40	10000	10000	10000	10000	10000	88	168	10000	10000	141	10000	10000	10000	174	10000	10000	211	213	10000	10000	10000	239	10000	10000	10000	221	10000	10000	10000	239	316	273	10000	280	212	10000	10000	10000	267	252	10000	10000	10000	382	10000	296	313	10000
10000	10000	200	10000	10000	10000	210	10000	10000	207	191	10000	10000	10000	10000	217	173	10000	212	10000	10000	10000	10000	10000	195	190	136	10000	10000	194	190	10000	213	191	10000	10000	208	42	10000	10	0	10000	10000	10000	10000	10000	10000	45	10000	194	10000	10000	10000	10000	10000	104	10000	87	10000	188	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	231	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	314	10000	273	10000	209	289	10000	10000	264	10000	10000	293	10000	10000	10000	292	10000	291
158	10000	10000	370	10000	259	301	10000	10000	10000	163	10000	10000	10000	173	10000	10000	10000	10000	10000	10000	182	183	10000	169	10000	131	177	10000	10000	10000	10000	166	10000	10000	10000	10000	10000	22	10000	10000	0	53	10000	114	10000	10000	91	112	10000	10000	10000	10000	85	10000	10000	170	10000	10000	10000	10000	162	10000	181	180	199	147	245	10000	10000	259	226	271	10000	246	10000	210	228	200	10000	259	10000	10000	10000	10000	10000	257	320	339	289	10000	299	10000	10000	10000	427	416	10000	10000	10000
10000	139	10000	10000	10000	10000	10000	10000	10000	113	10000	121	10000	10000	10000	10000	10000	10000	10000	106	10000	132	10000	10000	10000	90	10000	10000	10000	123	10000	10000	10000	147	10000	93	10000	10000	10000	117	10000	53	0	10000	10000	10000	16	10000	59	10000	34	136	10000	10000	10000	10000	10000	10000	10000	10000	203	10000	109	10000	146	168	10000	10000	197	226	10000	10000	231	10000	200	10000	10000	10000	10000	10000	212	10000	317	10000	273	10000	234	10000	312	10000	283	275	10000	299	262	399	393	319	10000	324
10000	188	10000	10000	332	10000	286	10000	10000	10000	10000	168	139	141	10000	10000	10000	10000	10000	148	166	10000	10000	167	10000	10000	122	10000	10000	10000	144	10000	10000	10000	10000	10000	185	42	36	10000	10000	10000	10000	0	10000	101	10000	10000	114	10000	81	10000	80	10000	10000	85	158	10000	10000	10000	10000	150	10000	10000	170	10000	135	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	220	190	241	10000	10000	10000	10000	10000	10000	244	10000	10000	278	297	286	10000	10000	10000	415	10000	10000	10000	334
10000	10000	10000	10000	10000	10000	196	10000	10000	10000	10000	145	110	10000	10000	10000	10000	147	154	10000	129	10000	10000	107	135	10000	74	10000	10000	10000	10000	91	10000	10000	10000	118	145	72	10000	10000	10000	114	10000	10000	0	10000	10000	27	10000	163	101	10000	10000	76	122	10000	10000	10000	10000	10000	126	10000	23	10000	10000	10000	10000	10000	143	148	164	10000	191	171	10000	200	136	10000	123	10000	198	173	250	10000	10000	218	10000	10000	10000	192	10000	10000	192	10000	10000	10000	305	10000	258	10000
89	10000	10000	259	267	10000	10000	100	10000	104	10000	10000	10000	77	89	10000	10000	100	105	10000	10000	10000	10000	10000	87	10000	10000	10000	10000	86	10000	45	113	10000	10000	68	99	10000	124	10000	10000	10000	10000	101	10000	0	83	63	105	10000	63	10000	39	10000	10000	10000	60	10000	96	10000	10000	49	32	69	10000	10000	10000	133	10000	10000	10000	10000	10000	10000	10000	10000	102	121	10000	10000	10000	10000	10000	186	194	10000	10000	10000	229	177	10000	10000	10000	10000	10000	10000	308	234	10000	10000
10000	10000	10000	342	10000	10000	10000	10000	10000	10000	124	132	10000	105	10000	10000	96	99	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	153	10000	102	10000	10000	43	101	10000	10000	16	10000	10000	83	0	87	10000	87	10000	122	10000	10000	10000	10000	144	10000	10000	10000	10000	132	10000	10000	10000	10000	10000	215	10000	10000	10000	189	10000	10000	10000	10000	175	193	166	216	220	210	10000	10000	276	302	10000	10000	10000	10000	10000	10000	10000	10000	10000	400	10000	318	10000	323
10000	10000	162	293	255	10000	10000	149	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	135	10000	10000	10000	129	10000	10000	91	10000	130	10000	10000	108	171	10000	10000	129	10000	45	10000	42	45	91	10000	10000	27	63	87	0	10000	10000	99	10000	24	10000	116	10000	10000	10000	10000	10000	10000	99	10000	116	122	10000	10000	176	10000	10000	10000	10000	10000	198	10000	10000	10000	179	10000	195	10000	10000	10000	232	236	10000	10000	251	10000	220	231	10000	10000	10000	10000	10000	331	262	284	10000
10000	10000	10000	334	10000	10000	338	172	10000	10000	82	84	10000	62	93	10000	10000	10000	86	80	100	10000	100	10000	10000	10000	10000	112	101	10000	10000	10000	10000	10000	10000	67	10000	10000	10000	10000	10000	112	59	114	10000	105	10000	10000	0	15	46	10000	10000	10000	34	10000	10000	158	187	222	205	10000	136	10000	10000	10000	10000	10000	10000	10000	216	10000	10000	10000	10000	10000	154	166	149	10000	10000	180	10000	247	262	10000	10000	10000	10000	246	10000	277	10000	10000	10000	10000	392	10000	10000	10000
10000	10000	215	345	10000	291	10000	10000	10000	10000	10000	10000	91	10000	10000	82	10000	40	10000	10000	10000	10000	10000	10000	97	10000	10000	10000	10000	103	59	10000	10000	140	38	79	121	157	10000	10000	194	10000	10000	10000	163	10000	87	10000	15	0	10000	10000	143	10000	10000	10000	10000	10000	201	10000	218	152	10000	10000	10000	10000	10000	10000	10000	10000	227	159	10000	10000	176	10000	10000	10000	160	10000	10000	189	10000	10000	10000	315	252	283	10000	10000	10000	10000	270	10000	10000	10000	10000	329	10000	10000
10000	10000	10000	311	330	10000	10000	148	10000	82	10000	10000	10000	10000	10000	93	52	58	94	72	91	10000	10000	104	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	109	10000	10000	10000	10000	10000	34	81	101	63	10000	99	46	10000	0	10000	10000	10000	25	10000	119	10000	10000	10000	175	104	10000	122	115	10000	10000	10000	10000	10000	10000	10000	197	10000	166	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	234	268	10000	369	10000	10000	10000	10000
10000	213	10000	10000	10000	148	181	164	150	10000	179	10000	156	10000	184	207	10000	189	10000	167	175	10000	192	153	10000	10000	10000	10000	10000	180	10000	10000	10000	10000	177	162	10000	10000	10000	40	10000	10000	136	10000	10000	10000	122	10000	10000	10000	10000	0	10000	10000	10000	96	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	185	10000	179	201	10000	10000	10000	229	10000	10000	10000	10000	211	10000	10000	282	10000	242	242	10000	258	259	227	10000	10000	10000	261	10000	345	323	10000	274	10000
10000	10000	10000	279	10000	167	217	130	10000	141	123	10000	100	10000	129	150	10000	131	144	10000	122	10000	10000	10000	126	10000	67	10000	10000	10000	10000	10000	10000	10000	120	105	139	10000	10000	10000	10000	10000	10000	80	10000	39	10000	24	10000	143	10000	10000	0	10000	101	10000	10000	42	10000	143	10000	10000	10000	96	10000	10000	10000	158	150	161	174	10000	10000	179	10000	208	10000	10000	125	10000	10000	175	262	10000	219	234	10000	234	247	10000	10000	10000	205	10000	195	335	322	10000	276	10000
